	Код	Артикул	Номенклатура	Остаток организации	Цена	Единица измерения	Валюта
	00000017801		16026 Система підготування фарб 0,5л фільтр 125мк.УКТ ЗЕД 3923301000			Штука	
	00000018160		160846 САТА регулятор повітряного тиску Адам 2.УКТ ЗЕД 9026204000			Штука	
	00000018550		16115 Зміш бачок міні + чорне запорне кільце.УКТ ЗЕД 3923301000			Штука	
	00000017458		16398 Акумулятор для лампи підбору кольору.УКТ ЗЕД 8507302000			Штука	
	00000018562		16399 Запасна лампочка до 16407.УКТ ЗЕД 8539219800			Штука	
	00000018610		165944 З/ч-шпіндель регулятора для фарб пульв САТА.УКТ ЗЕД 8424900000			Штука	
	00000017522		165951 Повітрярозподільче кільце для Сата Дж 4000.УКТ ЗЕД 3926909290			Штука	
	00000017301		16612 Змінна розпилююча насадка для 3М ACCUSPAY 1,4мм.УКТ ЗЕД 8424900000			Штука	
	00000018465		166892  Фарбувальний пульв.Сата Джет4000 БХВЛП  1,4мм.УКТ ЗЕД 8424200090			Штука	
	00000017404		166942 Набір з/ч( голка,сопла)для пул Сата 4000 ХВЛП 1,3.УКТ ЗЕД 8424900000			Штука	
	00000018448		167049 Набір з/ч(голка,сопло повітряне та фарборозпилююче) для фарб.пульвера СатаДжет  4000 Б РП 1,3			Штука	
	00000018559		16740 Велика система підготування фарб 0,850л фільтр 125мк.УКТ ЗЕД 3923301000			Штука	
	00000018557		16752 Система приготування фарб міні фільтр125 м.УКТ ЗЕД 3923301000			Штука	
	00000017533		172429 Ущільнююче кільце для САТАджет 4000 Б.УКТ ЗЕД 8424900000			Штука	
	00000016211		17Н-3284  Стелаж СВП-00 000СБ			Штука	
	00000018680		19745 З'ЄДНАННЯ САТА ДЖЕТ Б 95,2000.УКТ ЗЕД 8424900000			Штука	
	00000017722		198077 Фарбувальний  пульверизатор  САТАмініджет 4400 ХВЛП сопло 1,0  з пластик.бачком 0,125л з регу			Штука	
	00000018746		199414  Ущільнюючий набір для фарбувального пульверизатора  САТАмініджет 4400.УКТ ЗЕД 4016930090			Штука	
	00000018149		201301 Набір зап.частин (голка, сопла повітр. і фарборозп.) для фар.пульв. САТАджет 4400 Б РП 1,2мм.			Штука	
	00000018136		201301 Набір зап.частин (голка, сопла повітр. і фарборозп.) для фар.пульв. САТАджет 4400 Б РП 1,2мм.			Штука	
	00000017789		2055353 Баз комп чисте серебро 0,5л.УКТ ЗЕД 3209100000			Штука	
	00000011247		2056М-100 80А Курск			Штука	
	00000017790		2060191 Баз комп спец еффект 0,5л.УКТ ЗЕД 3209900090			Штука	
	00000017756		206028 Захисний маскувальний папір 28см 300м.УКТ ЗЕД 4805910000			рулон	
	00000018534		206028 Колад Захисний маскувальний папір 28см *300м.УКТ ЗЕД 4804398000			Штука	
	00000017351		206037 Колад Маскувальний папір 37см * 300м.УКТ ЗЕД 4805910000			Штука	
	00000018125		206037 Колад Папір малярний.УКТ ЗЕД 4823908500			Штука	
	00000017971		206060 Папір  маскувальний 60см* 300м (180 м.кв).УКТ ЗЕД 4805910000			Штука	
	00000018126		206090 Папір малярний 90см 300м (270м,кв).УКТ ЗЕД 4823908500			Штука	
	00000018538		206090 Папір маск.захисний  90см *300м.УКТ ЗЕД 4804398000			Штука	
	00000018641		209643 Фарбувальний  пульверизатор  САТАджет 5000 Б РП сопло 1,3 з пластик.бачком 0,6л.УКТ ЗЕД 84242			Штука	
	00000017908		210385 Фарбувальний  пульверизатор  САТАджет 5000 Б ХВЛП сопло 1,3 з пластик.бачком 0,6л.УКТ ЗЕД 842			Штука	
	00000018243		210989 Набір зап.частин (голка, сопла повітр. і фарборозп.) для фар.пульв.САТАджет 5000 Б ХВЛП 1,3мм			Штука	
	00000017904		211425 Повітря розподільче кільце для  Сата Дж.УКТ ЗЕД 8424900000			Штука	
	00000018527		211540 САТА регулятор повітряного тиску Адам 2  для  САТАджет 5000.УКТ ЗЕД 8424900000			Штука	
	00000018205		211573 Тримач для регулятора повітряного тиску САТА Адам 2 для САТАджет 5000 ( 2од/пак).УКТ ЗЕД 8424			Штука	
	00000018005		2135 Фільтр Р3.УКТ ЗЕД 5911901000			Штука	
	00000018540		22160 Картридж бронзовий для пов фільтрів 0/324.УКТ ЗЕД 8421392000			Штука	
	00000018440		22403 Диск ROLOC 361F Р120 50мм.УКТ ЗЕД 6805100090			Штука	
	00000018753		2328 Клейка стрічка( 75мм *50м).УКТ ЗЕД 4811419000			Штука	
	00000018748		268 ХА Круг трайзик самоклей корич А5  (25 дисків/рул).УКТ ЗЕД 6805300090			рулон	
	00000018689		2720 Окуляри  захисні,классичні,прозорі.УКТ ЗЕД 9004901000			Штука	
	00000018260		27243 Пластик.бачок 0,6лс сист.швид.зміни.УКТ ЗЕД 3923301000			Штука	
	00000017311		27563 Двосторонніі клейкі стрічки РТ1100 А+, 9мм*20м (27563/80319).УКТ ЗЕД 3919108090			литр	
	00000017725		27564 Двосторонні клейкі стрічки РТ1100 А+ 19мм*20м.УКТ ЗЕД 3919101900			рулон	
	00000018314		27565 Двосторонні клейкі стрічки РТ1100 А+ 16мм*20м.УКТ ЗЕД 3919108090			рулон	
	00000017313		27566 Двосторонніі клейкі стрічки РТ1100 А+, 6мм*20м  ( 27566/80318).УКТ ЗЕД 3919108090			рулон	
	00000018289		27567/80320 Двосторонні клейкі стрічки РТ1100 А+ 12мм*20м.УКТ ЗЕД 3919108090			рулон	
	00000018089		27771 Регулятор повітряного тиску 0-845, із зовнішньою різьбою.УКТ ЗЕД 9026204000			Штука	
	00000018563		2820 Окуляри захисні,прозорі.УКТ ЗЕД 9004901000			Штука	
	00000017835		2821 Окуляри захисні,затемнені.УКТ ЗЕД 9004901000			Штука	
	00000018103		2822 Окуляри захисні,жовті.УКТ ЗЕД 9004901000			Штука	
	00000017754		2840 Очки захисні,прозорі.УКТ ЗЕД 9004901000			Штука	
	00000018025		28508 Орбітальна щліф. машинка 3М 150мм, орбіта 5мм.УКТ ЗЕД 8467119000			Штука	
	00000018145		28509 Орбітальна щліф. машинка 3М 150мм, орбіта 2.5мм.УКТ ЗЕД 8467119000			Штука	
	00000018323		28516 Орбітальна щліф. машинка 3М 150мм, орбіта 5мм.УКТ ЗЕД 8467119000			Штука	
	00000018491		28517 Орбітальна щліф. машинка 3М 150мм, орбіта 2.5мм.УКТ ЗЕД 8467119000			Штука	
	00000018548		28528 Плоскошліфувальна машина 70х198мм, з пилоотв., 3мм орбіта.УКТ ЗЕД 8467190000			Штука	
	00000018723		28531 Оправка Hookit 70х198х12,7мм.УКТ ЗЕД 8466102000			Штука	
	00000017278		2К10 Фарба  челленджер 3,5л.УКТ ЗЕД 3209900090			литр	
	00000017280		2К12 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017909		2К14 Фарба челленджер 3,5л.УКТ ЗЕД 3209900090			литр	
	00000017982		2К30 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017424		2К31 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018575		2К32 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017843		2К34 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017654		2К36 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018055		2К39 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017281		2К42 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018072		2К43 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017814		2К46 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017656		2К50 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018056		2К52 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017980		2К54 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017427		2К60 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017758		2К62 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018073		2К64 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018159		2К70 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018399		2К71 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017279		2К72 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000018576		2К74 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017425		2К76 Фарба челленджер 1,0л.УКТ ЗЕД 3209900090			литр	
	00000017815		2К80 Фарба челленджер 3,5л.УКТ ЗЕД 3209900090			литр	
	00000018337		2К-ПУР клей комп. А (25кг)			кг	
	00000018384		2К-ПУР клей комп. А (25кг)			кг	
	00000018385		2К-ПУР клей комп. В (10кг)			кг	
	00000018338		2К-ПУР клей комп. В (10кг)			кг	
	00000017346		300258 Пластина для видалення дефектів покр авто.УКТ ЗЕД 8205591000			Штука	
	00000017947		301137 тримач пластини 300258 прямокутна.УКТ ЗЕД 8205591000			Штука	
	00000018549		30368 Надтонкі абразивні диски HOOKIT 3М  260L  діам.75мм Р1200.УКТ ЗЕД 6805300090			Штука	
	00000018444		30370  Надтонкі абразивні диски HOOKIT 3М  260L  діам.75мм Р800.УКТ ЗЕД 6805300090			Штука	
	00000017998		30614 Листи  для серед. і довг. шліфків 334U  P400 70мм*396мм.УКТ ЗЕД 6805200090			Штука	
	00000017445		30615 Листи  для серед. і довг. шліфків 334U  Р320  70*396мм.УКТ ЗЕД 6805200090			Штука	
	00000017443		30617 Листи  для серед. і  довг. шліфків 334U  Р240  70*396мм.УКТ ЗЕД 6805200090			Штука	
	00000018645		30628 Листи 334U пур для шир шліф Р 320 115*225мм.УКТ ЗЕД 6805200090			Штука	
	00000017811		30701 Пурпурні абразивні рулони 70мм х 12м  Р600.УКТ ЗЕД 6805200090			рулон	
	00000018253		311 Фарба штандохід 1л.УКТ ЗЕД 3209900090			литр	
	00000017898		33377 Фібровий диск  CUBITRON IIз кріпленням 50мм  36+.УКТ ЗЕД 6805300090			Штука	
